Sl No ,REGISTERED DISTRICT ,Registered PS ,FIR No. ,TRANSFERRED DISTRICT ,Transferred PS ,Re registered FIR No. ,Reason for transferring FIR 
757,NAUBASTA ,0033/2016 ,KANPUR CITY ,KOTWALI ,,घटनास्थल थाना कोतवाली क्षेत्र का होना पाये जाने के कारण ,
,,,,,,,
758,NAUBASTA ,0344/2016 ,KANPUR CITY ,JUHI ,,पत्रांक बववेचना स्थाना0 89/2016 हिनांक 30/05/2016 के अनुपालन िे ,
,,,,,,,
759,NAZIRABAD ,0129/2015 ,KANPUR CITY ,ARMAPUR ,,श्रीिान क्षेत्रामधकारी िहोिय के आिेशानुसार ,
,,,,,,,
760,NAZIRABAD ,0161/2015 ,KANPUR CITY ,PANKI ,,वररष्ठ पुमलस अधीक्षक के आिे शानुसार ,
,,,,,,,
761,NAZIRABAD ,7001/2016 ,KANPUR CITY ,SISAMAU ,,घटनास्थल थाना सीसािऊ से सम्बंमधत होने के कारण ,
,,,,,,,
762,NAZIRABAD ,7003/2017 ,KANPUR CITY ,SISAMAU ,,घटनास्थल जरीबचौकी चौराहा थाना सीसािऊ क्षेत्र िे होने कारण उक्त िुकििा थाना सीसािऊ स्थानान्तररत हकया जा रहा है ,
,,,,,,,
763,NAWABGANJ ,0033/2016 ,KANPUR CITY ,KAKADEV ,,बववेचना होने के कारण ,
,,,,,,,
764,PANKI ,0285/2016 ,KANPUR CITY ,KALYANPUR ,,iy uighuighyuy yu8 ,
,,,,,,,
765,PANKI ,0468/2016 ,KANPUR CITY ,KALYANPUR ,,sspिहोिय के आिेशानुसार ,
,,,,,,,
766,,PANKI ,0523/2016 ,KANPUR CITY ,KALYANPUR ,,घटनास्थल कल्यानपुर क्षेत्र की है अतः िुकििा उपरोक्त स्थानांतररत की जाती है 
,,,,,,,
767,RAIPURWA ,0038/2015 ,KANPUR CITY ,CHAKERI ,,घटनास्थल चके री क्षेत्र िे होने के कारण ,
,,,,,,,
768,SHIVRAJPUR ,0013/2015 ,KANPUR CITY ,CHAUBEPUR ,,थाना चौबेपुर से सम्बन्न्धत है ,
,,,,,,,
769,SISAMAU ,0016/2016 ,KANPUR CITY ,BARRA ,,बववेचना का सम्बन्ध थाना बराट जनपि कानपुर नगर से है । ,
,,,,,,,
770,GWALTOLI ,0033/2016 ,KANPUR CITY ,COLONOL GANJ ,,थाना प्रभारी श्री प्रिोि कुिार शुक्ला जी के स्थानान्तरण पर चले जाने के उपरान्त ,
,,,,,,,
771,GWALTOLI ,0182/2016 ,KANPUR CITY ,KOTWALI ,,बववेचना होने के कारण ,
,,,,,,,
772,GWALTOLI ,0269/2016 ,KANPUR CITY ,MOOL GANJ ,,बववेचना होने के कारण ,
,,,,,,,
773,GWALTOLI ,0056/2017 ,KANPUR CITY ,GWALTOLI ,,स्थानान्तरण हो जाना ,
,,,,,,,
774,ARMAPUR ,0034/2017 ,KANPUR CITY ,NAUBASTA ,,घटनास्थल थाना नौबस्ता कानपुर नगर से सम्बंमधत होने के कारण ,
,,,,,,,
775,BADSHAHI NAKA ,0030/2015 ,KANPUR CITY ,CHAUBEPUR ,,घटना स्थल चौबेपुर होने के कारण श्रीिान ् एसएसपी िहोिय के आिेशानुसार हिनांक 22.07.17 को बववेचना थाना चौबेपुर स्थानान्तररत की जाती है। ,
,,,,,,,
776,BABUPURWA ,7001/2017 ,KANPUR CITY ,PANKI ,,घटनास्थल पनकी थाना से सम्बन्न्धत है ,
,,,,,,,
777,BARRA ,7004/2017 ,KANPUR CITY ,FEELKHANA ,,घटनास्थल थाना फीलखाना होने के कारण ,
,,,,,,,
778,BIDHNOO ,0194/2015 ,KANPUR CITY ,NAUBASTA ,,घटना्स्थल थाना नौबस्ता क्षेत्र होने के कारण ,
,,,,,,,
779,BEKAN GANJ ,0048/2015 ,KANPUR CITY ,FAZALGANJ ,,घटना स्थल थाना फजलगंज कानपुर नगर का होने के कारण बववेचना स्थानान्तरण श्रीिान ssp िहोिय िारा हिनाक 25/4/15 को ,
,,,,,,,
780,BEKAN GANJ ,7001/2017 ,KANPUR CITY ,KOTWALI ,,घटना स्थल कोतवाली का होने के कारण ,
,,,,,,,
781,CANTT ,7001/2016 ,KANPUR CITY ,HARBANS MOHAL ,,घटना स्थल थाना हरबंश िोहाल जनपि कानपुर नगर से सम्बन्न्धत है ,
,,,,,,,
782,COLLECTORGANJ ,0140/2014 ,KANPUR CITY ,SAJETI ,,घटनास्थल होनो के कारण टेन्स्टंग ,
,,,,,,,
783,COLLECTORGANJ ,7001/2016 ,KANPUR CITY ,NAZIRABAD ,0253/2016 ,घटनास्थल थाना नजीराबाि से सम्वन्न्धत होने के कारण ,
,,,,,,,
784,COLLECTORGANJ ,7001/2017 ,KANPUR CITY ,RAILBAZAR ,,वािी िारा घटनास्थल हिखाया गया जो हक थाना रेल बाजार जनपि कानपर नगर के क्षेत्रान्तगतट आता है। अतः उक्त अमभयोग को थाना रेल बाजार जनपि कानपुर नगर स्थानान्तररत हकया जाता है। ,
,,,,,,,
785,COLONOL GANJ ,0151/2016 ,KANPUR CITY ,KOTWALI ,,िुकििा उपरोक्त की बववेचना होने के कारण ,
,,,,,,,
786,CHAKERI ,0077/2016 ,KANPUR CITY ,KIDWAI NAGAR ,0176/2016 ,घटनास्थल हकिवई नगर का होने के कारण ,
,,,,,,,
787,CHAKERI ,0478/2016 ,KANPUR CITY ,GWALTOLI ,,घटना का सम्बन्ध थाना ग्वालटोली से है ,
,,,,,,,
788,FEELKHANA ,0217/2015 ,KANPUR CITY ,MOOL GANJ ,,श्रीिान् एसएसपी िहोिय के आिेशानुसार हिनांक 05.01.2016को उक्त बववेचना थाना िूलगंज स्थानान्तररत की गयी। ,
,,,,,,,
789,FEELKHANA ,0218/2015 ,KANPUR CITY ,MOOL GANJ ,,श्रीिान ् एसएसपी िहोिय के आिेशानुसार हिनांक 06.01.16 को थाना िूलंगज स्थानान्तररत की गयी ,
,,,,,,,
790,GHATAMPUR ,1059/2015 ,KANPUR CITY ,NAUBASTA ,,घटना स्थल थाना नौबस्ता का है ,
,,,,,,,
791,GHATAMPUR ,0320/2016 ,KANPUR CITY ,BARRA ,,बववेचना थाना बराट ,
,,,,,,,
792,GOVIND NAGAR ,0234/2015 ,KANPUR CITY ,NAUBASTA ,,अमभयोग का सम्बन्ध थाना नौबस्ता से होने के कारण ,
,,,,,,,
793,GOVIND NAGAR ,0482/2015 ,KANPUR CITY ,KAKADEV ,,अमभयोग का सम्बन्ध थाना काकािेव से होने के कारण ,
,,,,,,,
794,GOVIND NAGAR ,0177/2016 ,KANPUR CITY ,KIDWAI NAGAR ,,अमभयोग का सम्बन्ध थाना हकिवई नगर से होने के कारण ,
,,,,,,,
795,GOVIND NAGAR ,7001/2016 ,KANPUR CITY ,CHAKERI ,,घटनास्थल थानाचकेरीकाहोनेकेकारण ,
,,,,,,,
796,GOVIND NAGAR ,7002/2016 ,KANPUR CITY ,CHAKERI ,,घटनास्थल थाना चकेरी का होने के कारण ,
,,,,,,,
797,JUHI ,0196/2015 ,KANPUR CITY ,JUHI ,,स्थानान्तरण ,
,,,,,,,
798,SISAMAU ,0107/2016 ,FATEHGARH ,GRP FARRUKHABAD ,,बववेचना जीआरपी फरुटखाबाि से सम्बन्न्धत है । ,
,,,,,,,
799,KOTWALI ,0328/2015 ,KANPUR CITY ,CANTT ,,घटनास्थल का सम्बन्ध ,
,,,,,,,
800,KOTWALI ,0343/2015 ,KANPUR CITY ,CANTT ,,घटनास्थल का सम्बन्ध ,
,,,,,,,
801,KOTWALI ,0427/2015 ,KANPUR CITY ,FAZALGANJ ,,घटनास्थल का सम्बन्ध ,
,,,,,,,
802,KOTWALI ,0443/2015 ,KANPUR CITY ,KIDWAI NAGAR ,,घटनास्थल का सम्बन्ध ,
,,,,,,,
803,KOTWALI ,0470/2015 ,KANPUR CITY ,CANTT ,,घटनास्थल का सम्बन्ध ,
,,,,,,,
804,KOTWALI ,0558/2015 ,KANPUR CITY ,GOVIND NAGAR ,,घटनास्थल का सम्बन्ध ,
,,,,,,,
805,KOTWALI ,0562/2015 ,KANPUR CITY ,MOOL GANJ ,,घटना स्थल थाना िूलगंजका होने के कारण थाना िूलगंज पत्रांक संख्या वाचक बववे0 स्थाना0 (2)/2015 वररष्ठ पुमलस अधीक्षक कानपुर नगर के आिेश से स्थानान्तररत की गई। ,
,,,,,,,
806,CHAKERI ,0321/2015 ,GONDA ,KAURIYA ,,घटना का सम्बन्ध जनपि गोंडा थाना कौहडया से होने कारण ,
,,,,,,,
807,KOTWALI ,0599/2015 ,KANPUR CITY ,GOVIND NAGAR ,,घटनास्थल का सम्बन्ध ,
,,,,,,,
808,BILHAUR ,0000/2015 ,ETAWAH ,BHARTHANA ,,घटना स्थल जपनि इटावा थाना भथनट ा का होने के कारण ,
,,,,,,,
809,CHAKERI ,0010/2015 ,ETAWAH ,KOTWALI ,,घटना का सम्वन्ध थाना कोतवाली इटावा का होने के कारण ,
,,,,,,,
810,KOHNA ,0000/2015 ,ETAWAH ,JASWANT NAGAR ,,घटना का सम्वन्ध जनपि इटावा के थाना जसवन्तनगर का होने के कारण ,
,,,,,,,
811,CHAUBEPUR ,0188/2016 ,KANPUR DEHAT ,RURA ,,घटनास्थल ग्राि रािगंज भटौली थाना रुरा जनपि कानपुर िेहात होने के कारण ,
,,,,,,,
812,GOVIND NAGAR ,0419/2015 ,KANPUR DEHAT ,AKBARPUR ,,अमभयोग का सम्बन्ध कानपुर िेहात थाना अकबरपुर से होने के कारण ,
,,,,,,,
813,KOTWALI ,0606/2015 ,MAU ,KOTWALI MAU ,,घटना का सम्बन्ध ,
,,,,,,,
814,SISAMAU ,0052/2015 ,GHAZIABAD ,INDRAPURAM ,,बववेचना का सम्बन्ध थाना इन्रपुरि न्जला गान्जयाबाि से है ,
,,,,,,,
815,KOTWALI ,0502/2015 ,KAUSHAMBI ,KAUSHAMBI ,,घटनास्थल का सम्बन्ध ,
,,,,,,,
816,GWALTOLI ,0114/2016 ,GAUTAM BUDH NAGAR ,EXPRESSWAY ,,बववेचना के कारण ,
,,,,,,,
817,MOOL GANJ ,0050/2017 ,AURAIYA ,AJITMAL ,,जो श्रीिान पुमलस उपिहामनरीक्षक कानपुर पररक्षेत्र कानपुर के आिेश अशा0 पत्रााँक,
,,,,,,सीओके एसआईएसबववे0स्था0(22)का0न0औरैया2017/13287 हिनांक 19.05.2017व डी0आई0जी0/एस0एस0पी0कानपुर नगर के आिेश पत्रांक अ2111/2017(अपराध कानपुर नगर)हिनांक 24.05.2017 के िारा उक्त बववेचना थाना अजीतिल जनपि औरैया स्थानान्तररत की जा रही है। ,
,,,,,,,
818,GOVIND NAGAR ,0326/2016 ,LUCKNOW ,KRISHNANAGAR ,,अमभयोग का सम्बन्ध थाना कृष्षानगर से होने के कारण ,
,,,,,,,
819,BARRA ,0136/2016 ,LUCKNOW ,KRISHNANAGAR ,,बववेचना लखनऊ कृष्णानगर स्थानान्तररत ,
,,,,,,,
820,CANTT ,0071/2016 ,LUCKNOW ,MANAKNAGAR ,,घटना सम्बन्ध थाना िानक नगर लखनऊ से है थाना स्थानीय पर स्कू टी न0ं यूपी32सीडी 3251 की िात्र बराििगी है उपरोक्त स्कू टी को हिनांक 18/6/16 को उ0मन0 श्री सुनील कु िार थाना िानक लखनऊ िवारा सुपुिटगी िें ले जाया गया ,
,,,,,,,
821,KIDWAI NAGAR ,0289/2015 ,LUCKNOW ,ASHIYANA ,,घटना स्थल थाना आमशयाना जनपि लखनऊ होने के कारण ,
,,,,,,,
822,NAUBASTA ,0781/2015 ,LUCKNOW ,GAZIPUR ,,श्रीिान एसएसपी िहोिय के आिेश पत्रांक 439/2015 अपराध कानपुर नगर हिनांक 16/11/2015 के अनुपालन िे बववेचना जनपि लखनऊ थाना गाजीपुर स्थानान्तररत ,
,,,,,,,
823,SWAROP NAGAR ,0122/2016 ,LUCKNOW ,ALAMBAGH ,,बववेचना होने के कारण ,
,,,,,,,
824,HARBANS MOHAL ,0047/2016 ,MAHOBA ,KOTWALI NAGAR (MAHOBA) ,0311/2016 ,घटना स्थल का सम्बन्ध थाना कोतवाली नगर जनपि िहोबा से होने के कारण आद्शानुसार श्रीिान वररि पुमलस अधीक्षक िहोिय कानपुर नगर िारा ,
,,,,,,,
825,KANPUR DEHAT ,AKBARPUR ,0629/2015 ,JALAUN ,KOTWALI KALPI ,,बववेचना सम्बन्न्धत थाना कालपी से हुई है 
,,,,,,,
826,AKBARPUR ,0283/2016 ,JHANSI ,NAWABAD ,,हस्व आिेश पुमलस अधीक्षक िहोिय़ ,
,,,,,,,
,,,,,,,
KANPUR DEHAT ,,,,,,,
,,,,,,,
827,,RAJPUR ,0045/2017 ,JHANSI ,GRP JHANSI ,,इस बराििगी से सम्बन्न्धत िुकििा का घटना स्थल जी0आर0पी0 झााँसी का है 
,,,,,,,
828,AKBARPUR ,0283/2015 ,JHANSI ,NAWABAD ,,हस्व आिेश sp कानपुर िेहात ,
,,,,,,,
829,AMRAHAT (GOHANI) ,0059/2016 ,KANPUR CITY ,NAUBASTA ,,पुमलस अधीक्षक के आिेशानुसार स्थानान्तरण की गयी ,
,,,,,,,
830,AKBARPUR ,0721/2015 ,KANPUR CITY ,PANKI ,,घटनास्थल थाना पनकी से सम्बन्न्धत है ,
,,,,,,,
831,AKBARPUR ,0594/2016 ,KANPUR CITY ,GOVIND NAGAR ,,िुकििा थाना गोबवन्िनगर कानपुर नगर से सम्बन्न्धत है ,
,,,,,,,
832,GAJNER ,0241/2015 ,KANPUR CITY ,SACHENDI ,,घटना स्थल थाना सचेंडी से सम्बन्न्धत है ,
,,,,,,,
833,GAJNER ,0280/2015 ,KANPUR CITY ,SACHENDI ,,घटना स्थल थाना सचेंडी से सम्बन्न्धत है ,
,,,,,,,
834,RASULABAD ,0136/2016 ,KANPUR CITY ,KALYANPUR ,,घटना स्थल थाना कल्यानपुर का0नगर का होना पाया गया ,
,,,,,,,
835,SHIVLI ,0212/2016 ,KANPUR CITY ,SACHENDI ,,प ु म ल स अ ध ी क्ष क क े प त्र स 0ं अ 1 7 0 / 2 0 1 6 ( अ प र ा ध ) क े आ ि े श ा न ु स ा र उपरोक्त बववेचना थाना मशवली से थाना सचेण्डी जनपि कानपुर नगर हिनांक 8/6/17 को स्थानान्तररत की गयी। ,
,,,,,,,
836,AKBARPUR ,0410/2016 ,MAINPURI ,KOTWALI ,,श्रीिान पुमलस उपिहामनरीक्षक कानपुर पररक्षेत्र कानपुर के आिे शानुसार ,
,,,,,,,
837,AKBARPUR ,0746/2016 ,ETAWAH ,IKDIL ,,जनपि इटावा से सम्बन्न्धत है ,
,,,,,,,
838,MOOSA NAGAR ,0166/2015 ,ETAWAH ,IKDIL ,,हस्व आिेश पुमलस अधीक्षक िहोिय का0िे0 ,
,,,,,,,
839,MAHILA THANA ,0015/2016 ,KANPUR DEHAT ,MANGALPUR ,,ए क ह ी प्र ा थ नट ा प त्र ि ें ि ो थ ा न ो ि ें ि ा ि ल ा ि ज ट ह ु आ ,
,,,,,,,
840,AKBARPUR ,0000/2015 ,AURAIYA ,AJITMAL ,,घटनास्थल थाना क्षेत्र अजीतिल औरैया का है ,
,,,,,,,
841,AKBARPUR ,0507/2016 ,LUCKNOW ,S.I.T ,,बववेचना अनुशन्धान बवभाग लखनऊ स्थानान्तरण की गयी ,
,,,,,,,
842,KASGANJ ,PATIALI ,0351/2015 ,ETAH ,JAITHRA ,,घटनास्थल थाना जैथरा का होने के कारण 
,,,,,,,
843,PATIALI ,0352/2015 ,ETAH ,JASRATHPUR ,,घटनास्थल थाना जैथरा होने के कारण ,
,,,,,,,
844,SORON ,0292/2016 ,ALIGARH ,GANGIRI ,,"श्रीिान पुमलस उपिहामनरीक्षक, अलीगढ पररक्षेत्र अलीगढ के आिेशानुसार पत्रांक सीओएएच.आर.कासगंज.(बववे0अनु0.14)2016/9302 हिनांक 06.10.2016के अनुपालनिें ",
,,,,,,,
845,PATIALI ,0384/2015 ,ETAWAH ,SAHSON ,,बराििा बाहन के सम्बन्ध िें उक्त थाने पर प्राथमिकी िजट ,
,,,,,,,
846,KASGANJ ,7001/2016 ,KASGANJ ,GRP KASGANJ ,,घटनास्थल थाना जी.आर.पी. कासगंज से सम्बन्न्धत होने के कारण ,
,,,,,,,
847,KASGANJ ,0420/2017 ,KASGANJ ,PATIALI ,,घटनास्थल थाना पहटयाली से सम्बन्न्धत है। ,
,,,,,,,
848,PATIALI ,7001/2017 ,KASGANJ ,SIKANDARPUR VAISH ,,घटना स्थल थाना मस0पुर वैश्य का होने के कारण ,
,,,,,,,
849,SAHAWAR ,7001/2017 ,KASGANJ ,KASGANJ ,7002/2017 ,प्राथमिकी का थाना सहावर से सम्बन्न्धत न होना । ,
,,,,,,,
850,SORON ,7999/2016 ,KASGANJ ,DHOLNA ,,उक्त बववेचना थाना सोरों पर Nil/16 पर पंजीकृ त की गई तथा बाि बववेचना घटना स्थल थाना ढोलना क्षेत्र का पाए जाने के कारण उक्त प्राथमिकी थाना ढोलना स्थान्तररत की गई। ,
,,,,,,,
851,PATIALI ,0137/2017 ,GAUTAM BUDH NAGAR ,NOIDA PHASE-II ,,बराििा वाहन उक्त थाना क्षेत्र से चोरी हकया गया था तथा FIR पंजीकृत है ,
,,,,,,,
852,KAUSHAMBI ,PURAMUFTI ,0053/2015 ,ALLAHABAD ,DHOOMANGANJ ,,श्रीिान जी उक्त अमभयोग थाना धिू नगंज जनपि इलाहाबाि से सम्बन्न्धत है। 
,,,,,,,
853,PURAMUFTI ,0257/2017 ,ALLAHABAD ,DHOOMANGANJ ,,िािले का सम्बन्ध थाना धिू नगंज से है स्थानान्तरण हिनांक ,
,,,,,,,
,,,,,,08-06-2017,
,,,,,,,
854,KARARI ,0153/2017 ,KAUSHAMBI ,PURAMUFTI ,,बववेचना स्थानान्तरण ,
,,,,,,,
855,LALITPUR ,GRP LALITPUR ,0803/2015 ,JHANSI ,GRP JHANSI ,,घटना स्थल लमलतपुर का न पाये जाने के कारण 
,,,,,,,
856,GRP LALITPUR ,0007/2016 ,JHANSI ,GRP JHANSI ,,घटना स्थल थाना जी0आर0पी झााँसी का पाये जाने के कारण ,
,,,,,,,
857,TALBEHAT ,0188/2016 ,JHANSI ,NAWABAD ,,घटना नवाबाि थाना की होना पाया गया. ,
,,,,,,,
858,GRP LALITPUR ,0002/2016 ,LALITPUR ,MAHRAUNI ,,घटना स्थल थाना िहरौनी का पाये जाने के कारण ,
,,,,,,,
859,GRP LALITPUR ,0003/2016 ,LALITPUR ,MAHRAUNI ,0380/2016 ,घटना स्थल जीआरपी लमलतपुर के कायट कायट क्षेत्र का न होना ,
,,,,,,,
860,GRP LALITPUR ,0221/2016 ,LALITPUR ,KOTWALI LALITPUR ,,घटना स्थल थाना कोतवाली का होनो के कारण ,
,,,,,,,
861,PALI ,0085/2017 ,LALITPUR ,BALABEHAT ,,आिेश िारा पुमलस अमधक्षक लमलतपुर हिनांक 23.03.2017 ,
,,,,,,,
862,POORAKALAN ,0437/2016 ,LALITPUR ,KOTWALI LALITPUR ,,वहां का घटनास्थल ,
,,,,,,,
863,TALBEHAT ,0713/2017 ,KANPUR DEHAT ,BHOGNIPUR ,,घटना वहां की है ,
,,,,,,,
864,LUCKNOW ,GAZIPUR ,0888/2016 ,BAHRAICH ,KAISHERGANJ ,,घटनास्थल पाये जाने के कारण 
,,,,,,,
865,MOHANLALGANJ ,7001/2016 ,RAE BARELI ,KOTWALI NAGAR ,0566/2017 ,िािला उक्त थाने का है. ,
,,,,,,,
866,QAISER BAGH ,0271/2016 ,KANPUR CITY ,MOOL GANJ ,,घटना थाना उपरोक्त का पाया जाना ,
,,,,,,,
867,MOHANLALGANJ ,0138/2017 ,UNNAO ,SOHRA MAU ,,थाना सोहरािऊ से सम्बन्न्धत है ,
,,,,,,,
868,GAZIPUR ,0189/2016 ,KANPUR CITY ,NAZIRABAD ,,घटनास्थल के आधार पर ,
,,,,,,,
869,GOSAINGANJ ,0352/2016 ,BARABANKI ,SATRIKHA ,,पत्रसं.101/15 हि0 22517 श्रीिान ् एसएसपी िहोिय जनपि लखनऊ के क्रि िें अ0स0 352/16 की बववेचना घटना स्थल थाना क्षेत्र सतररख न्जला बाराबंकी का होने के कारण थाना सतररख न्जला बाराबंकी स्थानान्तररत की जा रही है ,
,,,,,,,
870,VIBHUTI KHAND ,0150/2015 ,BARABANKI ,KOTWALI ,,बरािि वाहन सम्बन्न्धत थाने का होना ,
,,,,,,,
871,VIBHUTI KHAND ,0505/2017 ,FATEHGARH ,GRP FARRUKHABAD ,0041/2017 ,घटनास्थल के आधार पर ,
,,,,,,,
872,GOMTINAGAR ,0580/2015 ,GORAKHPUR ,CAMPIERGANJ ,,घटनास्थल थाना कै न्म्पयरगंज गोरखपुर ,
,,,,,,,
873,GAZIPUR ,0207/2016 ,SITAPUR ,KOTWALI ,,घटनास्थल पाये जाने के कारण ,
,,,,,,,
874,ALIGANJ ,0246/2017 ,SIDDHARTH NAGAR ,SIDDHARTHNAGAR ,1124/2017 ,घटना स्थल जनपि मसद्धाथनट गर थाना मसद्धाथऩट गर से सम्बन्न्धत है। ,
,,,,,,,
875,GAZIPUR ,0562/2016 ,VARANASI ,BARAGAON ,0472/2016 ,घटनास्थल के आधार पर ,
,,,,,,,
876,VIBHUTI KHAND ,0394/2015 ,KANPUR DEHAT ,RASULABAD ,,घटना स्थल के आधार पर ,
,,,,,,,
877,GOMTINAGAR ,0513/2016 ,MAU ,HALDHARPUR ,,घटनास्थल सम्बन्न्धत ,
,,,,,,,
878,P.G.I. ,0203/2016 ,BALRAMPUR ,MAHILA THANA ,0007/2016 ,घटना का सम्बन्ध जनपि बलरािपुर से है। ,
,,,,,,,
879,GAZIPUR ,0277/2017 ,SULTANPUR ,KADIPUR ,0192/2017 ,घटनास्थल के आधार पर ,
,,,,,,,
880,GOMTINAGAR ,0731/2016 ,LUCKNOW ,INDIRANAGAR ,,घटनास्थल सम्बन्न्धत ,
,,,,,,,
881,GOMTINAGAR ,0867/2016 ,LUCKNOW ,VIBHUTI KHAND ,,घटनास्थल थाना बवभूमत खण्ड अमधक्षेत्र ,
,,,,,,,
882,GOMTINAGAR ,0988/2016 ,LUCKNOW ,GOSAINGANJ ,,घटनास्थल गोसाईगंज होने के कारण स्थानान्तररत ,
,,,,,,,
883,GOMTINAGAR ,1093/2016 ,LUCKNOW ,HAZRATGANJ ,,हजरतगंज के ि0ु अ0स0ं 487/16 धारा 392 भािबव िें सिाहहत ,
,,,,,,,
884,GOMTINAGAR ,1375/2016 ,LUCKNOW ,VIBHUTI KHAND ,0588/2016 ,घटनास्थल सम्बन्न्धत थानाक्षेत्र ,
,,,,,,,
885,GOMTINAGAR ,1399/2016 ,LUCKNOW ,VIBHUTI KHAND ,,घटना थाना बवभूमत खण्ड ,
,,,,,,,
886,GOMTINAGAR ,1544/2016 ,LUCKNOW ,VIBHUTI KHAND ,,थाना बवभूमत खण्ड से सम्बन्न्धत होने के कारण ,
,,,,,,,
887,GOMTINAGAR ,7006/2016 ,LUCKNOW ,VIBHUTI KHAND ,,घटनास्थल बवभूमत खण्ड थाना अमधक्षेत्र ,
,,,,,,,
888,GOMTINAGAR ,0047/2017 ,LUCKNOW ,GUDAMBA ,,घटनास्थल सम्बन्न्धत ,
,,,,,,,
889,GOMTINAGAR ,0143/2017 ,LUCKNOW ,CHINHAT ,0200/2017 ,घटनास्थल सम्बन्न्धत थाना क्षेत्र ,
,,,,,,,
890,GOMTINAGAR ,7003/2017 ,LUCKNOW ,VIBHUTI KHAND ,0135/2017 ,घटनास्थल सम्बन्न्धत ,
,,,,,,,
891,GOMTINAGAR ,7004/2017 ,LUCKNOW ,VIBHUTI KHAND ,0191/2017 ,घटनास्थल सम्बन्न्धत थाना क्षेत्र ,
,,,,,,,
892,GOMTINAGAR ,7005/2017 ,LUCKNOW ,VIBHUTI KHAND ,0190/2017 ,घटनास्थल सम्बन्न्धत थाना क्षेत्र ,
