Sl No,REGISTERED DISTRICT,Registered PS,FIR No.,TRANSFERRED DISTRICT,Transferred PS,Re registered FIR No.,Reason for transferring FIR,Location,Latitude,Longitude
727,KOTWALI,HARDOI,0252/2015,KOTWALI CITY,,घटनास्थल का सम्बन्ध हरिोई से,,"KOTWALI ,HARDOI ",27.394511,80.1216504
728,KIDWAI NAGAR,MAINPURI,4002/2015,KOTWALI,,इस सम्बन्ध िें थाना कोतवाली िैनपुरी िें ि0ु अ0स0ं 1052/15 धारा 328/379 भािबव0 पंजीकृ त है उक्त िुकििें िें सिाहहत करने हेतु स्थान्तरण हकया जाता है,,"KIDWAI NAGAR ,MAINPURI ",27.2281937,79.0251659
729,CHAKERI,FATEHPUR,0074/2017,AUNG,0116/2017,घटनास्थल थाना औगं का होने के कारण,,"CHAKERI ,FATEHPUR ",25.9209503,80.7996035
730,MAHARAJPUR,FATEHPUR,0233/2016,LALAULI,,ि0ु अ0स0ं 233/16 धारा 411 भा0ि0बव0 थाना िहराजपुर कानपुर नगर िें अमभयुक्त एक गोबवन्ि पुत्र पच्चीलाल मनवासी तपनी थाना ललौली फतेहपुर आहि 3 नफर से एक रामश भैंस बरािि हुई न्जसका संबंध थाना ललौली फतेहपुर िें पंजीकृत िुअ0स0ं 253/17 धारा 379 भा0ि0बव0 से है न्जस कारण बववेचना थाना ललौली फतेहपुर स्थानान्तररत की गयी,,"MAHARAJPUR ,FATEHPUR ",25.9209503,80.7996035
731,CHAKERI,UNNAO,0928/2015,ACHALGANJ,,घटनास्थल थाना अचलगंज उन्नाव का होने के कारण,,"CHAKERI ,UNNAO ",26.4008292,80.413178
732,CHAKERI,UNNAO,1050/2015,KOTWALI,,घटना का सम्बन्ध थाना कोतवाली जनपि उन्नाव से है,,"CHAKERI ,UNNAO ",26.4008292,80.413178
733,RAIPURWA,UNNAO,0024/2015,ASIWAN,,घटनास्थल थाना असीवन जनपि उन्नाव से सम्बन्न्धत होने के कारण,,"RAIPURWA ,UNNAO ",26.4610111,80.3310589
734,RAIPURWA,UNNAO,0064/2015,ACHALGANJ,,घटनास्थल थाना अचलगंज से सम्बन्न्धत होने के कारण,,"RAIPURWA ,UNNAO ",26.4610111,80.3310589
735,SAJETI,UNNAO,0559/2015,KOTWALI,,घटना स्थल कोतवाली न्जला उन्नाव क्षेत्र का होना है,,"SAJETI ,UNNAO ",26.5393449,80.4878195
736,KOTWALI,KANPUR CITY,0625/2015,MAHARAJPUR,,वािी थाना िहाराजपुर से सम्बन्न्धत है अतः बव0बव0स्था0174/15 हिनांक 1/10/15वररष्ठ पुमलस अधीक्षक कानपुर नगर के आिेश से स्थानान्तरण की जाती है।,,"KOTWALI ,KANPUR CITY ",26.4720463,80.3510178
737,KOTWALI,KANPUR CITY,0709/2015,HARBANS MOHAL,,घटनास्थल का सम्बन्ध,,"KOTWALI ,KANPUR CITY ",26.4720463,80.3510178
738,KOTWALI,KANPUR CITY,0818/2015,SACHENDI,,स्थानांतरण का सम्बन्ध,,"KOTWALI ,KANPUR CITY ",26.4720463,80.3510178
739,KOTWALI,KANPUR CITY,0865/2015,GOVIND NAGAR,,घटनास्थल का सम्बन्ध,,"KOTWALI ,KANPUR CITY ",26.4720463,80.3510178
740,KOTWALI,KANPUR CITY,0082/2016,FEELKHANA,,गैंगस्टर एक्ट की बववेचना थानाध्यक्ष फीलखाना से करवाये जाने हेतु क्षेत्रामधकारी िहोिय िारा बववेचक मनयुक्त हकया गया न्जसके कारण बववेचना हिनांक 15.3.16 को स्थानान्तरण की गयी है,,"KOTWALI ,KANPUR CITY ",26.4720463,80.3510178
741,KOTWALI,KANPUR CITY,0141/2016,NAUBASTA,,घटनास्थल नौबस्ता क्षेत्र का पाया जाना,,"KOTWALI ,KANPUR CITY ",26.4720463,80.3510178
742,KOTWALI,KANPUR CITY,7004/2016,SISAMAU,,घटनास्थल का सम्बन्ध उक्त थाने से है,,"KOTWALI ,KANPUR CITY ",26.4720463,80.3510178
743,KOTWALI,KANPUR CITY,7005/2016,SISAMAU,,घटनास्थल का सम्बन्ध उक्त थाना से है,,"KOTWALI ,KANPUR CITY ",26.4720463,80.3510178
744,KOTWALI,KANPUR CITY,0113/2017,COLONOL GANJ,0083/2017,घटनास्थल का सम्बन्ध थाना कनलट गंज से है,,"KOTWALI ,KANPUR CITY ",26.4720463,80.3510178
745,KOTWALI,KANPUR CITY,7002/2017,SISAMAU,,घटनास्थल सम्बन्न्धत थाना क्षेत्र का है,,"KOTWALI ,KANPUR CITY ",26.4720463,80.3510178
746,KAKADEV,KANPUR CITY,0201/2016,FAZALGANJ,,घटनास्थल थाना फजलगंज का होने के कारण,,"KAKADEV ,KANPUR CITY ",26.4804247,80.2911559
747,KIDWAI NAGAR,KANPUR CITY,0048/2015,BARRA,,सम्बन्न्धत िुकििा उपरोक्त बराट के िुकििे सम्बन्न्धत है,,"KIDWAI NAGAR ,KANPUR CITY ",26.4275236,80.3353368
748,KIDWAI NAGAR,KANPUR CITY,0113/2016,BABUPURWA,,थ ा न ा ब ा ब ू प ु र व ा क े ि 0ु अ 0 स 0ं 3 4 / 1 6 स े स म् ब न् न् ध त ह ो न े क े क ा र ण,,"KIDWAI NAGAR ,KANPUR CITY ",26.4275236,80.3353368
749,KIDWAI NAGAR,KANPUR CITY,4001/2015,GOVIND NAGAR,,उक्त िुकििें को थाना गोबवन्ि नगर के ि0ु अ0स0ं 369/15 िें सिायोन्जत करने हेतु,,"KIDWAI NAGAR ,KANPUR CITY ",26.4275236,80.3353368
750,KOHNA,KANPUR CITY,0001/2014,KOHNA,,बववेचना सिाप्त हो गयी है fr/cs जिा नही हो पा रही है,,"KOHNA ,KANPUR CITY ",26.4934068,80.318908
751,MAHILA THANA,KANPUR CITY,0075/2014,MAHILA THANA,,आन लाइन/ आफलाइन शो न होने के कारण,,"MAHILA THANA ,KANPUR CITY ",26.4787255,80.3527703
752,NAUBASTA,KANPUR CITY,0173/2015,NAUBASTA,,IO की तब्िीली,,"NAUBASTA ,KANPUR CITY ",26.4017716,80.314458
753,NAUBASTA,KANPUR CITY,0408/2015,MAHILA THANA,,"पत्रांक वाचक बववेचना स्था0 168/2015 हिनांक मसतम्वर 14 , 2015 के अनुपालन िे ",,"NAUBASTA ,KANPUR CITY ",26.4017716,80.314458
754,CHAMAN GANJ,BALLIA,0258/2016,KOTWALI,,घटनास्थल जनपि बमलया का होने के कारण स्थानान्तररतकी गयी,,"CHAMAN GANJ ,BALLIA ",28.2006882,79.3651914
755,NAUBASTA,BANDA,0904/2015,KOTWALI NAGAR,,इसका सम्वन्ध थाना कोतवाली जनपि वांिा से है आिेश पत्रांक अ590/2016 अपराध का0न0 हिनांक 23/01/2016 के अनुपालन िे,,"NAUBASTA ,BANDA ",26.4017716,80.314458
756,NAUBASTA,KANPUR CITY,0611/2015,JUHI,,पत्रांक वाचक बववेचना स्था0 154/2015 हिनांक 24/8/2015 के अनुपालन िे थाना जूही स्थानान्तररत,,"NAUBASTA ,KANPUR CITY ",26.4017716,80.314458
757,NAUBASTA,KANPUR CITY,0033/2016,KOTWALI,,घटनास्थल थाना कोतवाली क्षेत्र का होना पाये जाने के कारण,,"NAUBASTA ,KANPUR CITY ",26.4017716,80.314458
758,NAUBASTA,KANPUR CITY,0344/2016,JUHI,,पत्रांक बववेचना स्थाना0 89/2016 हिनांक 30/05/2016 के अनुपालन िे,,"NAUBASTA ,KANPUR CITY ",26.4017716,80.314458
759,NAZIRABAD,KANPUR CITY,0129/2015,ARMAPUR,,श्रीिान क्षेत्रामधकारी िहोिय के आिेशानुसार,,"NAZIRABAD ,KANPUR CITY ",26.4718897,80.312602
760,NAZIRABAD,KANPUR CITY,0161/2015,PANKI,,वररष्ठ पुमलस अधीक्षक के आिे शानुसार,,"NAZIRABAD ,KANPUR CITY ",26.4718897,80.312602
761,NAZIRABAD,KANPUR CITY,7001/2016,SISAMAU,,घटनास्थल थाना सीसािऊ से सम्बंमधत होने के कारण,,"NAZIRABAD ,KANPUR CITY ",26.4718897,80.312602
762,NAZIRABAD,KANPUR CITY,7003/2017,SISAMAU,,घटनास्थल जरीबचौकी चौराहा थाना सीसािऊ क्षेत्र िे होने कारण उक्त िुकििा थाना सीसािऊ स्थानान्तररत हकया जा रहा है,,"NAZIRABAD ,KANPUR CITY ",26.4718897,80.312602
763,NAWABGANJ,KANPUR CITY,0033/2016,KAKADEV,,बववेचना होने के कारण,,"NAWABGANJ ,KANPUR CITY ",26.4883446,80.3065795
764,PANKI,KANPUR CITY,0285/2016,KALYANPUR,,iy uighuighyuy yu8,,"PANKI ,KANPUR CITY ",26.4704651,80.2407399
765,PANKI,KANPUR CITY,0468/2016,KALYANPUR,,sspिहोिय के आिेशानुसार,,"PANKI ,KANPUR CITY ",26.4704651,80.2407399
767,RAIPURWA,KANPUR CITY,0038/2015,CHAKERI,,घटनास्थल चके री क्षेत्र िे होने के कारण,,"RAIPURWA ,KANPUR CITY ",26.4610111,80.3310589
768,SHIVRAJPUR,KANPUR CITY,0013/2015,CHAUBEPUR,,थाना चौबेपुर से सम्बन्न्धत है,,"SHIVRAJPUR ,KANPUR CITY ",26.6843929,80.1414627
769,SISAMAU,KANPUR CITY,0016/2016,BARRA,,बववेचना का सम्बन्ध थाना बराट जनपि कानपुर नगर से है ।,,"SISAMAU ,KANPUR CITY ",26.4695843,80.3282738
770,GWALTOLI,KANPUR CITY,0033/2016,COLONOL GANJ,,थाना प्रभारी श्री प्रिोि कुिार शुक्ला जी के स्थानान्तरण पर चले जाने के उपरान्त,,"GWALTOLI ,KANPUR CITY ",26.484696,80.3341312
771,GWALTOLI,KANPUR CITY,0182/2016,KOTWALI,,बववेचना होने के कारण,,"GWALTOLI ,KANPUR CITY ",26.484696,80.3341312
772,GWALTOLI,KANPUR CITY,0269/2016,MOOL GANJ,,बववेचना होने के कारण,,"GWALTOLI ,KANPUR CITY ",26.484696,80.3341312
773,GWALTOLI,KANPUR CITY,0056/2017,GWALTOLI,,स्थानान्तरण हो जाना,,"GWALTOLI ,KANPUR CITY ",26.484696,80.3341312
774,ARMAPUR,KANPUR CITY,0034/2017,NAUBASTA,,घटनास्थल थाना नौबस्ता कानपुर नगर से सम्बंमधत होने के कारण,,"ARMAPUR ,KANPUR CITY ",26.4719016,80.2650487
775,BADSHAHI NAKA,KANPUR CITY,0030/2015,CHAUBEPUR,,घटना स्थल चौबेपुर होने के कारण श्रीिान ् एसएसपी िहोिय के आिेशानुसार हिनांक 22.07.17 को बववेचना थाना चौबेपुर स्थानान्तररत की जाती है।,,"BADSHAHI NAKA ,KANPUR CITY ",26.4643837,80.3484637
776,BABUPURWA,KANPUR CITY,7001/2017,PANKI,,घटनास्थल पनकी थाना से सम्बन्न्धत है,,"BABUPURWA ,KANPUR CITY ",26.4377157,80.3428946
777,BARRA,KANPUR CITY,7004/2017,FEELKHANA,,घटनास्थल थाना फीलखाना होने के कारण,,"BARRA ,KANPUR CITY ",26.4336442,80.3012699
778,BIDHNOO,KANPUR CITY,0194/2015,NAUBASTA,,घटना्स्थल थाना नौबस्ता क्षेत्र होने के कारण,,"BIDHNOO ,KANPUR CITY ",26.321271,80.2739458
779,BEKAN GANJ,KANPUR CITY,0048/2015,FAZALGANJ,,घटना स्थल थाना फजलगंज कानपुर नगर का होने के कारण बववेचना स्थानान्तरण श्रीिान ssp िहोिय िारा हिनाक 25/4/15 को,,"BEKAN GANJ ,KANPUR CITY ",26.449923,80.3318736
780,BEKAN GANJ,KANPUR CITY,7001/2017,KOTWALI,,घटना स्थल कोतवाली का होने के कारण,,"BEKAN GANJ ,KANPUR CITY ",26.449923,80.3318736
781,CANTT,KANPUR CITY,7001/2016,HARBANS MOHAL,,घटना स्थल थाना हरबंश िोहाल जनपि कानपुर नगर से सम्बन्न्धत है,,"CANTT ,KANPUR CITY ",26.4521672,80.3561704
782,COLLECTORGANJ,KANPUR CITY,0140/2014,SAJETI,,घटनास्थल होनो के कारण टेन्स्टंग,,"COLLECTORGANJ ,KANPUR CITY ",26.4609122,80.347817
783,COLLECTORGANJ,KANPUR CITY,7001/2016,NAZIRABAD,0253/2016,घटनास्थल थाना नजीराबाि से सम्वन्न्धत होने के कारण,,"COLLECTORGANJ ,KANPUR CITY ",26.4609122,80.347817
784,COLLECTORGANJ,KANPUR CITY,7001/2017,RAILBAZAR,,वािी िारा घटनास्थल हिखाया गया जो हक थाना रेल बाजार जनपि कानपर नगर के क्षेत्रान्तगतट आता है। अतः उक्त अमभयोग को थाना रेल बाजार जनपि कानपुर नगर स्थानान्तररत हकया जाता है।,,"COLLECTORGANJ ,KANPUR CITY ",26.4609122,80.347817
785,COLONOL GANJ,KANPUR CITY,0151/2016,KOTWALI,,िुकििा उपरोक्त की बववेचना होने के कारण,,"COLONOL GANJ ,KANPUR CITY ",26.433782,80.3913512
786,CHAKERI,KANPUR CITY,0077/2016,KIDWAI NAGAR,0176/2016,घटनास्थल हकिवई नगर का होने के कारण,,"CHAKERI ,KANPUR CITY ",26.4008292,80.413178
787,CHAKERI,KANPUR CITY,0478/2016,GWALTOLI,,घटना का सम्बन्ध थाना ग्वालटोली से है,,"CHAKERI ,KANPUR CITY ",26.4008292,80.413178
788,FEELKHANA,KANPUR CITY,0217/2015,MOOL GANJ,,श्रीिान् एसएसपी िहोिय के आिेशानुसार हिनांक 05.01.2016को उक्त बववेचना थाना िूलगंज स्थानान्तररत की गयी।,,"FEELKHANA ,KANPUR CITY ",26.4585525,80.3432427
789,FEELKHANA,KANPUR CITY,0218/2015,MOOL GANJ,,श्रीिान ् एसएसपी िहोिय के आिेशानुसार हिनांक 06.01.16 को थाना िूलंगज स्थानान्तररत की गयी,,"FEELKHANA ,KANPUR CITY ",26.4585525,80.3432427
790,GHATAMPUR,KANPUR CITY,1059/2015,NAUBASTA,,घटना स्थल थाना नौबस्ता का है,,"GHATAMPUR ,KANPUR CITY ",26.1476121,80.1707662
791,GHATAMPUR,KANPUR CITY,0320/2016,BARRA,,बववेचना थाना बराट,,"GHATAMPUR ,KANPUR CITY ",26.1476121,80.1707662
792,GOVIND NAGAR,KANPUR CITY,0234/2015,NAUBASTA,,अमभयोग का सम्बन्ध थाना नौबस्ता से होने के कारण,,"GOVIND NAGAR ,KANPUR CITY ",26.4492218,80.3093914
793,GOVIND NAGAR,KANPUR CITY,0482/2015,KAKADEV,,अमभयोग का सम्बन्ध थाना काकािेव से होने के कारण,,"GOVIND NAGAR ,KANPUR CITY ",26.4492218,80.3093914
794,GOVIND NAGAR,KANPUR CITY,0177/2016,KIDWAI NAGAR,,अमभयोग का सम्बन्ध थाना हकिवई नगर से होने के कारण,,"GOVIND NAGAR ,KANPUR CITY ",26.4492218,80.3093914
795,GOVIND NAGAR,KANPUR CITY,7001/2016,CHAKERI,,घटनास्थल थानाचकेरीकाहोनेकेकारण,,"GOVIND NAGAR ,KANPUR CITY ",26.4492218,80.3093914
796,GOVIND NAGAR,KANPUR CITY,7002/2016,CHAKERI,,घटनास्थल थाना चकेरी का होने के कारण,,"GOVIND NAGAR ,KANPUR CITY ",26.4492218,80.3093914
797,JUHI,KANPUR CITY,0196/2015,JUHI,,स्थानान्तरण,,"JUHI ,KANPUR CITY ",26.4411724,80.3185252
798,SISAMAU,FATEHGARH,0107/2016,GRP FARRUKHABAD,,बववेचना जीआरपी फरुटखाबाि से सम्बन्न्धत है ।,,"SISAMAU ,FATEHGARH ",27.3672904,79.6221368
799,KOTWALI,KANPUR CITY,0328/2015,CANTT,,घटनास्थल का सम्बन्ध,,"KOTWALI ,KANPUR CITY ",26.4720463,80.3510178
800,KOTWALI,KANPUR CITY,0343/2015,CANTT,,घटनास्थल का सम्बन्ध,,"KOTWALI ,KANPUR CITY ",26.4720463,80.3510178
801,KOTWALI,KANPUR CITY,0427/2015,FAZALGANJ,,घटनास्थल का सम्बन्ध,,"KOTWALI ,KANPUR CITY ",26.4720463,80.3510178
802,KOTWALI,KANPUR CITY,0443/2015,KIDWAI NAGAR,,घटनास्थल का सम्बन्ध,,"KOTWALI ,KANPUR CITY ",26.4720463,80.3510178
803,KOTWALI,KANPUR CITY,0470/2015,CANTT,,घटनास्थल का सम्बन्ध,,"KOTWALI ,KANPUR CITY ",26.4720463,80.3510178
804,KOTWALI,KANPUR CITY,0558/2015,GOVIND NAGAR,,घटनास्थल का सम्बन्ध,,"KOTWALI ,KANPUR CITY ",26.4720463,80.3510178
805,KOTWALI,KANPUR CITY,0562/2015,MOOL GANJ,,घटना स्थल थाना िूलगंजका होने के कारण थाना िूलगंज पत्रांक संख्या वाचक बववे0 स्थाना0 (2)/2015 वररष्ठ पुमलस अधीक्षक कानपुर नगर के आिेश से स्थानान्तररत की गई।,,"KOTWALI ,KANPUR CITY ",26.4720463,80.3510178
806,CHAKERI,GONDA,0321/2015,KAURIYA,,घटना का सम्बन्ध जनपि गोंडा थाना कौहडया से होने कारण,,"CHAKERI ,GONDA ",27.1339874,81.9618979
807,KOTWALI,KANPUR CITY,0599/2015,GOVIND NAGAR,,घटनास्थल का सम्बन्ध,,"KOTWALI ,KANPUR CITY ",26.4720463,80.3510178
808,BILHAUR,ETAWAH,0000/2015,BHARTHANA,,घटना स्थल जपनि इटावा थाना भथनट ा का होने के कारण,,"BILHAUR ,ETAWAH ",26.7829103,79.027659
809,CHAKERI,ETAWAH,0010/2015,KOTWALI,,घटना का सम्वन्ध थाना कोतवाली इटावा का होने के कारण,,"CHAKERI ,ETAWAH ",26.7829103,79.027659
810,KOHNA,ETAWAH,0000/2015,JASWANT NAGAR,,घटना का सम्वन्ध जनपि इटावा के थाना जसवन्तनगर का होने के कारण,,"KOHNA ,ETAWAH ",26.7829103,79.027659
811,CHAUBEPUR,KANPUR DEHAT,0188/2016,RURA,,घटनास्थल ग्राि रािगंज भटौली थाना रुरा जनपि कानपुर िेहात होने के कारण,,"CHAUBEPUR ,KANPUR DEHAT ",26.1572482,80.0772392
812,GOVIND NAGAR,KANPUR DEHAT,0419/2015,AKBARPUR,,अमभयोग का सम्बन्ध कानपुर िेहात थाना अकबरपुर से होने के कारण,,"GOVIND NAGAR ,KANPUR DEHAT ",26.4492218,80.3093914
813,KOTWALI,MAU,0606/2015,KOTWALI MAU,,घटना का सम्बन्ध,,"KOTWALI ,MAU ",25.9447342,83.5675746
814,SISAMAU,GHAZIABAD,0052/2015,INDRAPURAM,,बववेचना का सम्बन्ध थाना इन्रपुरि न्जला गान्जयाबाि से है,,"SISAMAU ,GHAZIABAD ",28.6691565,77.4537578
815,KOTWALI,KAUSHAMBI,0502/2015,KAUSHAMBI,,घटनास्थल का सम्बन्ध,,"KOTWALI ,KAUSHAMBI ",25.361054,81.4031707
816,GWALTOLI,GAUTAM BUDH NAGAR,0114/2016,EXPRESSWAY,,बववेचना के कारण,,"GWALTOLI ,GAUTAM BUDH NAGAR ",28.338333,77.6077865
817,MOOL GANJ,AURAIYA,0050/2017,AJITMAL,,जो श्रीिान पुमलस उपिहामनरीक्षक कानपुर पररक्षेत्र कानपुर के आिेश अशा0 पत्रााँक,,"MOOL GANJ ,AURAIYA ",26.4605377,79.5112528
818,GOVIND NAGAR,LUCKNOW,0326/2016,KRISHNANAGAR,,अमभयोग का सम्बन्ध थाना कृष्षानगर से होने के कारण,,"GOVIND NAGAR ,LUCKNOW ",26.8103335,80.9067744
819,BARRA,LUCKNOW,0136/2016,KRISHNANAGAR,,बववेचना लखनऊ कृष्णानगर स्थानान्तररत,,"BARRA ,LUCKNOW ",26.8158507,80.9159347
820,CANTT,LUCKNOW,0071/2016,MANAKNAGAR,,घटना सम्बन्ध थाना िानक नगर लखनऊ से है थाना स्थानीय पर स्कू टी न0ं यूपी32सीडी 3251 की िात्र बराििगी है उपरोक्त स्कू टी को हिनांक 18/6/16 को उ0मन0 श्री सुनील कु िार थाना िानक लखनऊ िवारा सुपुिटगी िें ले जाया गया,,"CANTT ,LUCKNOW ",26.8368337,80.9391032
821,KIDWAI NAGAR,LUCKNOW,0289/2015,ASHIYANA,,घटना स्थल थाना आमशयाना जनपि लखनऊ होने के कारण,,"KIDWAI NAGAR ,LUCKNOW ",26.8466937,80.946166
822,NAUBASTA,LUCKNOW,0781/2015,GAZIPUR,,श्रीिान एसएसपी िहोिय के आिेश पत्रांक 439/2015 अपराध कानपुर नगर हिनांक 16/11/2015 के अनुपालन िे बववेचना जनपि लखनऊ थाना गाजीपुर स्थानान्तररत,,"NAUBASTA ,LUCKNOW ",26.8466937,80.946166
823,SWAROP NAGAR,LUCKNOW,0122/2016,ALAMBAGH,,बववेचना होने के कारण,,"SWAROP NAGAR ,LUCKNOW ",26.785367,80.949088
824,HARBANS MOHAL,MAHOBA,0047/2016,KOTWALI NAGAR (MAHOBA),0311/2016,घटना स्थल का सम्बन्ध थाना कोतवाली नगर जनपि िहोबा से होने के कारण आद्शानुसार श्रीिान वररि पुमलस अधीक्षक िहोिय कानपुर नगर िारा,,"HARBANS MOHAL ,MAHOBA ",25.2945119,79.8858951
826,AKBARPUR,JHANSI,0283/2016,NAWABAD,,हस्व आिेश पुमलस अधीक्षक िहोिय़,,"AKBARPUR ,JHANSI ",26.0203301,79.689499
828,AKBARPUR,JHANSI,0283/2015,NAWABAD,,हस्व आिेश sp कानपुर िेहात,,"AKBARPUR ,JHANSI ",26.0203301,79.689499
829,AMRAHAT (GOHANI),KANPUR CITY,0059/2016,NAUBASTA,,पुमलस अधीक्षक के आिेशानुसार स्थानान्तरण की गयी,,"AMRAHAT (GOHANI) ,KANPUR CITY ",26.449923,80.3318736
830,AKBARPUR,KANPUR CITY,0721/2015,PANKI,,घटनास्थल थाना पनकी से सम्बन्न्धत है,,"AKBARPUR ,KANPUR CITY ",26.0203301,79.689499
831,AKBARPUR,KANPUR CITY,0594/2016,GOVIND NAGAR,,िुकििा थाना गोबवन्िनगर कानपुर नगर से सम्बन्न्धत है,,"AKBARPUR ,KANPUR CITY ",26.0203301,79.689499
832,GAJNER,KANPUR CITY,0241/2015,SACHENDI,,घटना स्थल थाना सचेंडी से सम्बन्न्धत है,,"GAJNER ,KANPUR CITY ",26.286511,80.0555879
